sensor_id,timestamp,fuel_level
3,2025-06-03T10:13:47.140034,49.99919
3,2025-06-03T10:13:48.140034,49.99854
3,2025-06-03T10:13:49.140034,49.99762
3,2025-06-03T10:13:50.140034,49.99746
3,2025-06-03T10:13:51.140034,49.99648
3,2025-06-03T10:13:52.140034,49.99521
3,2025-06-03T10:13:53.140034,49.99387
3,2025-06-03T10:13:54.140034,49.99259
3,2025-06-03T10:13:55.140034,49.99143
3,2025-06-03T10:13:56.140034,49.990680000000005
3,2025-06-03T10:13:57.140034,49.99009
3,2025-06-03T10:13:58.140034,49.988980000000005
3,2025-06-03T10:13:59.140034,49.988730000000004
3,2025-06-03T10:14:00.140034,49.9879
3,2025-06-03T10:14:01.140034,49.986740000000005
3,2025-06-03T10:14:02.140034,49.984910000000006
3,2025-06-03T10:14:03.140034,49.98463000000001
3,2025-06-03T10:14:04.140034,49.98282000000001
3,2025-06-03T10:14:05.140034,49.98130000000001
3,2025-06-03T10:14:06.140034,49.98063000000001
3,2025-06-03T10:14:07.140034,49.97901000000001
3,2025-06-03T10:14:08.140034,49.97884000000001
3,2025-06-03T10:14:09.140034,49.977480000000014
3,2025-06-03T10:14:10.140034,49.97617000000002
3,2025-06-03T10:14:11.140034,49.974820000000015
3,2025-06-03T10:14:12.140034,49.97290000000002
3,2025-06-03T10:14:13.140034,49.97228000000002
3,2025-06-03T10:14:14.140034,49.97054000000002
3,2025-06-03T10:14:15.140034,49.96929000000002
3,2025-06-03T10:14:16.140034,49.96741000000002
3,2025-06-03T10:14:17.140034,49.965630000000026
3,2025-06-03T10:14:18.140034,49.964080000000024
3,2025-06-03T10:14:19.140034,49.96266000000002
3,2025-06-03T10:14:20.140034,49.96119000000002
3,2025-06-03T10:14:21.140034,49.95939000000002
3,2025-06-03T10:14:22.140034,49.95756000000002
3,2025-06-03T10:14:23.140034,49.95675000000002
3,2025-06-03T10:14:24.140034,49.955350000000024
3,2025-06-03T10:14:25.140034,49.95498000000003
3,2025-06-03T10:14:26.140034,49.95443000000003
3,2025-06-03T10:14:27.140034,49.95382000000003
3,2025-06-03T10:14:28.140034,49.95281000000003
3,2025-06-03T10:14:29.140034,49.952330000000025
3,2025-06-03T10:14:30.140034,49.95142000000003
3,2025-06-03T10:14:31.140034,49.95138000000003
3,2025-06-03T10:14:32.140034,49.950880000000026
3,2025-06-03T10:14:33.140034,49.950670000000024
3,2025-06-03T10:14:34.140034,49.949310000000025
3,2025-06-03T10:14:35.140034,49.948030000000024
3,2025-06-03T10:14:36.140034,49.94768000000003
3,2025-06-03T10:14:37.140034,49.94746000000003
3,2025-06-03T10:14:38.140034,49.94645000000003
3,2025-06-03T10:14:39.140034,49.94572000000003
3,2025-06-03T10:14:40.140034,49.94458000000003
3,2025-06-03T10:14:41.140034,49.94410000000003
3,2025-06-03T10:14:42.140034,49.94348000000003
3,2025-06-03T10:14:43.140034,49.942530000000026
3,2025-06-03T10:14:44.140034,49.940940000000026
3,2025-06-03T10:14:45.140034,49.939910000000026
3,2025-06-03T10:14:46.140034,49.93971000000003
3,2025-06-03T10:14:47.140034,49.93938000000003
3,2025-06-03T10:14:48.140034,49.93929000000003
3,2025-06-03T10:14:49.140034,49.93912000000003
3,2025-06-03T10:14:50.140034,49.93862000000003
3,2025-06-03T10:14:51.140034,49.93735000000003
3,2025-06-03T10:14:52.140034,49.93551000000003
3,2025-06-03T10:14:53.140034,49.93428000000003
3,2025-06-03T10:14:54.140034,49.93348000000003
3,2025-06-03T10:14:55.140034,49.93193000000003
3,2025-06-03T10:14:56.140034,49.93083000000003
3,2025-06-03T10:14:57.140034,49.92922000000003
3,2025-06-03T10:14:58.140034,49.928360000000026
3,2025-06-03T10:14:59.140034,49.92796000000003
3,2025-06-03T10:15:00.140034,49.92705000000003
3,2025-06-03T10:15:01.140034,49.92631000000003
3,2025-06-03T10:15:02.140034,49.92475000000003
3,2025-06-03T10:15:03.140034,49.92321000000003
3,2025-06-03T10:15:04.140034,49.92175000000003
3,2025-06-03T10:15:05.140034,49.92031000000003
3,2025-06-03T10:15:06.140034,49.91904000000003
3,2025-06-03T10:15:07.140034,49.917640000000034
3,2025-06-03T10:15:08.140034,49.91739000000003
3,2025-06-03T10:15:09.140034,49.915780000000034
3,2025-06-03T10:15:10.140034,49.91416000000003
3,2025-06-03T10:15:11.140034,49.91221000000003
3,2025-06-03T10:15:12.140034,49.91171000000003
3,2025-06-03T10:15:13.140034,49.910760000000025
3,2025-06-03T10:15:14.140034,49.910670000000025
3,2025-06-03T10:15:15.140034,49.908720000000024
3,2025-06-03T10:15:16.140034,49.90838000000002
3,2025-06-03T10:15:17.140034,49.90837000000002
3,2025-06-03T10:15:18.140034,49.90813000000002
3,2025-06-03T10:15:19.140034,49.90688000000002
3,2025-06-03T10:15:20.140034,49.90554000000002
3,2025-06-03T10:15:21.140034,49.905030000000025
3,2025-06-03T10:15:22.140034,49.903780000000026
3,2025-06-03T10:15:23.140034,49.901830000000025
3,2025-06-03T10:15:24.140034,49.90173000000002
3,2025-06-03T10:15:25.140034,49.90144000000002
3,2025-06-03T10:15:26.140034,49.90054000000002
3,2025-06-03T10:15:27.140034,49.90050000000002
3,2025-06-03T10:15:28.140034,49.898920000000025
3,2025-06-03T10:15:29.140034,49.89732000000002
3,2025-06-03T10:15:30.140034,49.89709000000002
3,2025-06-03T10:15:31.140034,49.89620000000002
3,2025-06-03T10:15:32.140034,49.896120000000025
3,2025-06-03T10:15:33.140034,49.89468000000002
3,2025-06-03T10:15:34.140034,49.893320000000024
3,2025-06-03T10:15:35.140034,49.891870000000026
3,2025-06-03T10:15:36.140034,49.891550000000024
3,2025-06-03T10:15:37.140034,49.89062000000003
3,2025-06-03T10:15:38.140034,49.89038000000003
3,2025-06-03T10:15:39.140034,49.889810000000026
3,2025-06-03T10:15:40.140034,49.88915000000002
3,2025-06-03T10:15:41.140034,49.88772000000002
3,2025-06-03T10:15:42.140034,49.88626000000002
3,2025-06-03T10:15:43.140034,49.88446000000002
3,2025-06-03T10:15:44.140034,49.883960000000016
3,2025-06-03T10:15:45.140034,49.882550000000016
